### Cluster 26 — Symptoms (65)
Symptom,Frequency
swelling of affected parts,1
pains worse on motion,1
stiffness in tendo achillis,1
stiff neck from cold draft,1
menses delayed,1
small of back pain extends down thighs,1
stiff joints at night,1
heart pain extends down left arm,1
soreness in tendo achillis,1
compare with pulsatilla,1
tremors all over,1
feels troubled,1
cervical region sensitive,tremors all over,1.0,1
cervical region sensitive,feels troubled,1.0,1
cervical region sensitive,sore bruised feeling of whole body,1.0,1
cervical region sensitive,neck very painful on slight motion,1.0,1
cervical region sensitive,contraction in neck,1.0,1
cervical region sensitive,brain feels too large,1.0,1
cervical region sensitive,menses irregular,1.0,1
cervical region sensitive,aching in tendo achillis,1.0,1
cervical region sensitive,dull headache in vertex,1.0,1
cervical region sensitive,soreness of dorsal muscles,1.0,1
cervical region sensitive,spine sensitive,1.0,1
cervical region sensitive,pain in right chest,1.0,1
cervical region sensitive,crampy sticking pains,1.0,1
cervical region sensitive,joint pains with swelling,1.0,1
cervical region sensitive,aching down left leg,1.0,1
cervical region sensitive,menses suppressed,1.0,1
cervical region sensitive,affects belly of muscles,1.0,1
cervical region sensitive,shivers run all over body,1.0,1
cervical region sensitive,severe pain down arms,1.0,1
cervical region sensitive,pains worse toward night,1.0,1
cervical region sensitive,neck retracted,1.0,1
cervical region sensitive,violent aching in lumbar region,1.0,1
cervical region sensitive,heart pain extends over chest,1.0,1
cervical region sensitive,dull headache in occiput,1.0,1
cervical region sensitive,affects chest muscles,1.0,1
cervical region sensitive,growing pains about lower limbs,1.0,1
cervical region sensitive,weak trembling pain in small of back,1.0,1
cervical region sensitive,heat of affected parts,1.0,1
cervical region sensitive,compare with caulophyllum,1.0,1
cervical region sensitive,rheumatic pains in back muscles,1.0,1
cervical region sensitive,affects back muscles,1.0,1
cervical region sensitive,excruciating pains in arms,1.0,1
cervical region sensitive,numbness as if nerve compressed,1.0,1
cervical region sensitive,compare with actea spicata,1.0,1
cervical region sensitive,rheumatism of dorsal muscles,1.0,1
cervical region sensitive,upper dorsal region sensitive,1.0,1
cervical region sensitive,affects neck muscles,1.0,1
cervical region sensitive,stiff joints in morning,1.0,1
cervical region sensitive,excessive muscular soreness,1.0,1
cervical region sensitive,dull aching burning in second joint of right great toe,1.0,1
cervical region sensitive,belly of muscles affected,1.0,1
cervical region sensitive,arm pains worse as evening approaches,1.0,1
cervical region sensitive,associated with deranged menstruation,1.0,1
cervical region sensitive,weight in lumbar region,1.0,1
cervical region sensitive,weight in sacral region,1.0,1
